0.51,-0.25,9.67,9006.00
0.43,-0.26,9.63,9012.00
0.42,-0.31,9.60,9018.00
0.44,-0.32,9.61,9024.00
0.41,-0.39,9.63,9031.00
0.42,-0.36,9.63,9036.00
0.45,-0.39,9.63,9042.00
0.46,-0.43,9.62,9048.00
0.54,-0.33,9.55,9054.00
0.41,-0.44,9.59,9060.00
0.47,-0.41,9.74,9065.00
0.46,-0.54,9.63,9071.00
0.54,-0.36,9.68,9077.00
0.35,-0.51,9.57,9082.00
0.46,-0.51,9.71,9087.00
0.38,-0.46,9.67,9093.00
0.34,-0.39,9.60,9099.00
0.48,-0.53,9.60,9104.00
0.41,-0.54,9.57,9110.00
0.32,-0.79,9.65,9115.00
0.42,-0.52,9.78,9121.00
0.27,-0.49,9.65,9127.00
